"Year","Quarter","YearMonth","Tournament","Transfer","Holiday","League","Channel","MacroRegion","Country","Sessions","AddToCart","Conversions"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","205","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","249","34","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","223","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","267","35","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","217","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","178","19","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","139","18","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","282","44","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","221","39","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","157","18","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","130","18","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","298","47","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","290","51","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","279","43","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","201","33","7"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","243","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","205","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","258","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","231","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","256","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","177","26","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","167","19","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","154","18","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","256","46","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","223","45","10"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","141","14","3"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","147","21","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","340","50","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","235","41","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","293","38","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","244","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","246","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","199","29","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","259","30","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","207","29","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","253","32","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","232","28","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","157","18","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","150","19","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","219","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","219","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","188","24","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","145","22","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","348","50","11"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","275","51","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","342","47","11"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","222","34","7"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","297","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","203","30","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","317","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","286","35","8"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","260","37","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","216","29","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","221","27","6"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","201","28","6"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","227","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","267","50","10"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","156","18","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","139","18","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","307","43","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","269","52","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","330","44","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","242","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","293","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","212","33","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","338","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","244","30","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","292","39","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","196","26","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","194","21","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","166","22","5"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","207","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","202","41","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","177","23","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","144","21","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","360","53","12"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","274","47","10"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","259","37","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","252","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","293","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","186","28","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","278","32","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","213","28","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","277","35","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","198","24","5"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","174","19","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","171","21","5"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","234","40","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","203","35","8"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","145","16","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","115","16","3"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","334","52","11"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","251","44","10"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","322","44","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","251","41","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","316","46","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","258","36","8"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","320","38","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","252","33","8"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","244","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","182","23","5"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","170","22","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","141","17","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","207","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","200","38","8"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","166","19","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","104","14","3"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","382","61","14"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","272","49","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","354","49","11"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","241","37","8"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","253","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","183","28","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","315","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","191","27","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","251","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","190","26","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","159","17","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","163","22","5"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","231","37","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","231","41","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","184","24","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","110","16","3"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","285","42","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","246","39","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","266","39","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","255","37","8"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","251","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","227","38","8"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","274","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","256","34","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","299","40","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","217","30","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","184","22","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","156","22","5"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","230","41","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","250","47","10"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","153","20","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","132","22","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","297","43","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","276","50","10"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","284","42","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","258","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","250","35","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","183","26","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","247","27","6"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","226","29","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","254","32","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","206","27","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","141","16","3"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","162","20","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","224","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","266","49","11"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","194","23","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","149","21","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","324","47","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","290","55","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","249","34","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","270","39","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","324","47","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","255","42","9"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","274","32","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","257","34","8"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","247","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","201","31","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","218","24","6"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","155","21","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","264","40","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","236","45","10"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","194","27","6"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","146","23","5"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","390","67","14"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","284","50","11"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","309","46","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","248","42","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","279","35","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","222","33","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","305","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","229","32","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","248","32","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","225","32","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","209","24","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","142","20","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","239","37","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","216","38","8"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","166","21","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","138","20","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","307","47","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","260","46","10"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","304","39","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","222","36","8"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","260","31","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","186","27","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","264","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","211","30","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","294","35","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","198","29","6"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","179","21","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","153","20","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","220","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","222","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","147","20","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","136","21","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","308","44","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","235","41","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","269","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","224","34","8"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","282","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","201","33","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","287","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","260","35","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","260","36","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","178","24","5"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","183","21","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","132","16","3"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","240","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","207","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","175","24","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","143","20","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","329","48","10"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","220","36","8"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","295","40","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","179","29","6"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","223","27","6"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","221","34","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","306","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","281","43","9"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","277","33","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","168","23","5"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","190","20","4"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","157","21","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","210","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","223","44","10"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","174","22","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Australia","123","19","4"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","United Kingdom","333","50","11"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","United Kingdom","248","42","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Spain","271","41","9"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Spain","262","40","9"
"2021","Q1","2021-01","0","1","0","0","Web","EMEA","Germany","281","35","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","EMEA","Germany","213","31","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","United States","262","30","7"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","United States","224","33","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Brazil","283","36","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Brazil","236","36","7"
"2021","Q1","2021-01","0","1","0","0","Web","Americas","Mexico","199","21","5"
"2021","Q1","2021-01","0","1","0","0","Mobile App","Americas","Mexico","155","19","4"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Japan","249","38","8"
"2021","Q1","2021-01","0","1","0","0","Mobile App","APAC","Japan","201","39","9"
"2021","Q1","2021-01","0","1","0","0","Web","APAC","Australia","152","19","4"
